community,building_type,_date,average_price
Church-Yonge Corridor,Condo Apt,2011Q2,384618.5
Church-Yonge Corridor,Condo Apt,2011Q3,390163.0
Church-Yonge Corridor,Condo Apt,2011Q4,425518.41
Church-Yonge Corridor,Condo Apt,2012Q1,406884.94
Church-Yonge Corridor,Condo Apt,2012Q2,407020.0
Church-Yonge Corridor,Condo Apt,2012Q3,419117.88
Church-Yonge Corridor,Condo Apt,2012Q4,404947.25
Church-Yonge Corridor,Condo Apt,2013Q1,404556.44
Church-Yonge Corridor,Condo Apt,2013Q2,431528.56
Church-Yonge Corridor,Condo Apt,2013Q3,407960.22
Church-Yonge Corridor,Condo Apt,2013Q4,405453.63
Church-Yonge Corridor,Condo Apt,2014Q1,424495.81
Church-Yonge Corridor,Condo Apt,2014Q2,424495.81
Church-Yonge Corridor,Condo Apt,2014Q3,468316.75
Church-Yonge Corridor,Condo Apt,2014Q4,449237.28
Church-Yonge Corridor,Condo Apt,2015Q1,460021.84
Church-Yonge Corridor,Condo Apt,2015Q2,476896.66
Church-Yonge Corridor,Condo Apt,2015Q3,433411.34
Church-Yonge Corridor,Condo Apt,2015Q4,469729.09
Church-Yonge Corridor,Condo Apt,2016Q1,488288.13
Church-Yonge Corridor,Condo Apt,2016Q2,487104.81
Church-Yonge Corridor,Condo Apt,2016Q3,488993.94
Church-Yonge Corridor,Condo Apt,2016Q4,511881.41
Church-Yonge Corridor,Condo Apt,2017Q1,595319.19
Church-Yonge Corridor,Condo Apt,2017Q2,626075.25
Church-Yonge Corridor,Condo Apt,2017Q3,637287.75
Church-Yonge Corridor,Condo Apt,2017Q4,635421.5
Church-Yonge Corridor,Condo Apt,2018Q1,659484.81
Church-Yonge Corridor,Condo Apt,2018Q2,668052.0
Church-Yonge Corridor,Condo Apt,2018Q3,683299.31
Church-Yonge Corridor,Condo Apt,2018Q4,690450.44
Clairlea-Birchmount,Att/Row/Twnhouse,2006Q2,376300.0
Clairlea-Birchmount,Att/Row/Twnhouse,2006Q3,376300.0
Clairlea-Birchmount,Att/Row/Twnhouse,2006Q4,376300.0
Clairlea-Birchmount,Att/Row/Twnhouse,2007Q1,376300.0
Clairlea-Birchmount,Att/Row/Twnhouse,2007Q2,376300.0
Clairlea-Birchmount,Att/Row/Twnhouse,2007Q3,376300.0
Clairlea-Birchmount,Att/Row/Twnhouse,2007Q4,337057.16
Clairlea-Birchmount,Att/Row/Twnhouse,2008Q1,290437.5
Clairlea-Birchmount,Att/Row/Twnhouse,2008Q2,293189.47
Clairlea-Birchmount,Att/Row/Twnhouse,2008Q3,355125.0
Clairlea-Birchmount,Att/Row/Twnhouse,2008Q4,354750.0
Clairlea-Birchmount,Att/Row/Twnhouse,2009Q1,355000.0
Clairlea-Birchmount,Att/Row/Twnhouse,2009Q2,365734.84
Clairlea-Birchmount,Att/Row/Twnhouse,2009Q3,374525.0
Clairlea-Birchmount,Att/Row/Twnhouse,2009Q4,387166.66
Clairlea-Birchmount,Att/Row/Twnhouse,2010Q1,387166.66
Clairlea-Birchmount,Att/Row/Twnhouse,2010Q2,399833.34
Clairlea-Birchmount,Att/Row/Twnhouse,2010Q3,416785.72
Clairlea-Birchmount,Att/Row/Twnhouse,2010Q4,416785.72
Clairlea-Birchmount,Att/Row/Twnhouse,2011Q1,434500.0
Clairlea-Birchmount,Att/Row/Twnhouse,2011Q2,330709.09
Clairlea-Birchmount,Att/Row/Twnhouse,2011Q3,421483.34
Clairlea-Birchmount,Att/Row/Twnhouse,2011Q4,470900.0
Clairlea-Birchmount,Att/Row/Twnhouse,2012Q1,449518.81
Clairlea-Birchmount,Att/Row/Twnhouse,2012Q2,467350.0
Clairlea-Birchmount,Att/Row/Twnhouse,2012Q3,461225.0
Clairlea-Birchmount,Att/Row/Twnhouse,2012Q4,469981.81
Clairlea-Birchmount,Att/Row/Twnhouse,2013Q1,469442.84
Clairlea-Birchmount,Att/Row/Twnhouse,2013Q2,477515.78
Clairlea-Birchmount,Att/Row/Twnhouse,2013Q3,482600.0
Clairlea-Birchmount,Att/Row/Twnhouse,2013Q4,494908.34
Clairlea-Birchmount,Att/Row/Twnhouse,2014Q1,499009.09
Clairlea-Birchmount,Att/Row/Twnhouse,2014Q2,499009.09
Clairlea-Birchmount,Att/Row/Twnhouse,2014Q3,535880.5
Clairlea-Birchmount,Att/Row/Twnhouse,2014Q4,540734.75
Clairlea-Birchmount,Att/Row/Twnhouse,2015Q1,592733.31
Clairlea-Birchmount,Att/Row/Twnhouse,2015Q2,559591.5
Clairlea-Birchmount,Att/Row/Twnhouse,2015Q3,566566.69
Clairlea-Birchmount,Att/Row/Twnhouse,2015Q4,590260.0
Clairlea-Birchmount,Att/Row/Twnhouse,2016Q1,673666.69
Clairlea-Birchmount,Att/Row/Twnhouse,2016Q2,642878.56
Clairlea-Birchmount,Att/Row/Twnhouse,2016Q3,669892.88
Clairlea-Birchmount,Att/Row/Twnhouse,2016Q4,661833.31
Clairlea-Birchmount,Att/Row/Twnhouse,2017Q1,761100.0
Clairlea-Birchmount,Att/Row/Twnhouse,2017Q2,753490.0
Clairlea-Birchmount,Att/Row/Twnhouse,2017Q3,763142.88
Clairlea-Birchmount,Att/Row/Twnhouse,2017Q4,709766.69
Clairlea-Birchmount,Att/Row/Twnhouse,2018Q1,726200.0
Clairlea-Birchmount,Att/Row/Twnhouse,2018Q2,761542.88
Clairlea-Birchmount,Att/Row/Twnhouse,2018Q3,707583.31
Clairlea-Birchmount,Att/Row/Twnhouse,2018Q4,739725.0
Clairlea-Birchmount,Condo Apt,2005Q2,174666.67
Clairlea-Birchmount,Condo Apt,2005Q3,188875.0
Clairlea-Birchmount,Condo Apt,2005Q4,199400.0
Clairlea-Birchmount,Condo Apt,2006Q1,184916.67
Clairlea-Birchmount,Condo Apt,2006Q2,179532.22
Clairlea-Birchmount,Condo Apt,2006Q3,173500.0
Clairlea-Birchmount,Condo Apt,2006Q4,194166.67
Clairlea-Birchmount,Condo Apt,2007Q1,177833.33
Clairlea-Birchmount,Condo Apt,2007Q2,191414.28
Clairlea-Birchmount,Condo Apt,2007Q3,177400.0
Clairlea-Birchmount,Condo Apt,2007Q4,190375.0
Clairlea-Birchmount,Condo Apt,2008Q1,188600.0
Clairlea-Birchmount,Condo Apt,2008Q2,192437.5
Clairlea-Birchmount,Condo Apt,2008Q3,212666.67
Clairlea-Birchmount,Condo Apt,2008Q4,212666.67
Clairlea-Birchmount,Condo Apt,2009Q1,212666.67
Clairlea-Birchmount,Condo Apt,2009Q2,212666.67
Clairlea-Birchmount,Condo Apt,2009Q3,215593.13
Clairlea-Birchmount,Condo Apt,2009Q4,265654.41
Clairlea-Birchmount,Condo Apt,2010Q1,265654.41
Clairlea-Birchmount,Condo Apt,2010Q2,246711.11
Clairlea-Birchmount,Condo Apt,2010Q3,241166.67
Clairlea-Birchmount,Condo Apt,2010Q4,241166.67
Clairlea-Birchmount,Condo Apt,2011Q1,244500.0
Clairlea-Birchmount,Condo Apt,2011Q2,244500.0
Clairlea-Birchmount,Condo Apt,2011Q3,270888.88
Clairlea-Birchmount,Condo Apt,2011Q4,282956.25
Clairlea-Birchmount,Condo Apt,2012Q1,272075.0
Clairlea-Birchmount,Condo Apt,2012Q2,271689.47
Clairlea-Birchmount,Condo Apt,2012Q3,271888.88
Clairlea-Birchmount,Condo Apt,2012Q4,273120.0
Clairlea-Birchmount,Condo Apt,2013Q1,264462.59
Clairlea-Birchmount,Condo Apt,2013Q2,279081.25
Clairlea-Birchmount,Condo Apt,2013Q3,299940.0
Clairlea-Birchmount,Condo Apt,2013Q4,277350.0
Clairlea-Birchmount,Condo Apt,2014Q1,292166.66
Clairlea-Birchmount,Condo Apt,2014Q2,292166.66
Clairlea-Birchmount,Condo Apt,2014Q3,283923.06
Clairlea-Birchmount,Condo Apt,2014Q4,290500.0
Clairlea-Birchmount,Condo Apt,2015Q1,301600.0
Clairlea-Birchmount,Condo Apt,2015Q2,287557.16
Clairlea-Birchmount,Condo Apt,2015Q3,280043.13
Clairlea-Birchmount,Condo Apt,2015Q4,287000.0
Clairlea-Birchmount,Condo Apt,2016Q1,285990.0
Clairlea-Birchmount,Condo Apt,2016Q2,325757.91
Clairlea-Birchmount,Condo Apt,2016Q3,313913.44
Clairlea-Birchmount,Condo Apt,2016Q4,327442.84
Clairlea-Birchmount,Condo Apt,2017Q1,385571.44
Clairlea-Birchmount,Condo Apt,2017Q2,406375.0
Clairlea-Birchmount,Condo Apt,2017Q3,362750.0
Clairlea-Birchmount,Condo Apt,2017Q4,369338.81
Clairlea-Birchmount,Condo Apt,2018Q1,392777.78
Clairlea-Birchmount,Condo Apt,2018Q2,436250.31
Clairlea-Birchmount,Condo Apt,2018Q3,431580.0
Clairlea-Birchmount,Condo Apt,2018Q4,435500.0
Clairlea-Birchmount,Detached,2001Q1,207131.25
Clairlea-Birchmount,Detached,2001Q2,216397.64
Clairlea-Birchmount,Detached,2001Q3,213570.0
Clairlea-Birchmount,Detached,2001Q4,210444.44
Clairlea-Birchmount,Detached,2002Q1,236813.64
Clairlea-Birchmount,Detached,2002Q2,226903.13
Clairlea-Birchmount,Detached,2002Q3,226660.0
Clairlea-Birchmount,Detached,2002Q4,237885.72
Clairlea-Birchmount,Detached,2003Q1,247380.27
Clairlea-Birchmount,Detached,2003Q2,254307.14
Clairlea-Birchmount,Detached,2003Q3,258568.95
Clairlea-Birchmount,Detached,2003Q4,289060.88
Clairlea-Birchmount,Detached,2004Q1,273378.25
Clairlea-Birchmount,Detached,2004Q2,283578.94
Clairlea-Birchmount,Detached,2004Q3,295724.31
Clairlea-Birchmount,Detached,2004Q4,280665.63
Clairlea-Birchmount,Detached,2005Q1,268828.94
Clairlea-Birchmount,Detached,2005Q2,291081.81
Clairlea-Birchmount,Detached,2005Q3,284259.75
Clairlea-Birchmount,Detached,2005Q4,281543.19
Clairlea-Birchmount,Detached,2006Q1,288563.34
Clairlea-Birchmount,Detached,2006Q2,304803.06
Clairlea-Birchmount,Detached,2006Q3,286177.16
Clairlea-Birchmount,Detached,2006Q4,294152.0
Clairlea-Birchmount,Detached,2007Q1,317386.66
Clairlea-Birchmount,Detached,2007Q2,311896.28
Clairlea-Birchmount,Detached,2007Q3,310867.25
Clairlea-Birchmount,Detached,2007Q4,355232.34
Clairlea-Birchmount,Detached,2008Q1,347985.28
Clairlea-Birchmount,Detached,2008Q2,329436.0
Clairlea-Birchmount,Detached,2008Q3,332392.38
Clairlea-Birchmount,Detached,2008Q4,336620.0
Clairlea-Birchmount,Detached,2009Q1,352245.47
Clairlea-Birchmount,Detached,2009Q2,358383.78
Clairlea-Birchmount,Detached,2009Q3,367672.53
Clairlea-Birchmount,Detached,2009Q4,387683.91
Clairlea-Birchmount,Detached,2010Q1,387683.91
Clairlea-Birchmount,Detached,2010Q2,376296.09
Clairlea-Birchmount,Detached,2010Q3,378172.0
Clairlea-Birchmount,Detached,2010Q4,378172.0
Clairlea-Birchmount,Detached,2011Q1,400839.28
Clairlea-Birchmount,Detached,2011Q2,400839.28
Clairlea-Birchmount,Detached,2011Q3,461151.72
Clairlea-Birchmount,Detached,2011Q4,387613.69
Clairlea-Birchmount,Detached,2012Q1,437411.97
Clairlea-Birchmount,Detached,2012Q2,473881.81
Clairlea-Birchmount,Detached,2012Q3,460876.5
Clairlea-Birchmount,Detached,2012Q4,432540.78
Clairlea-Birchmount,Detached,2013Q1,465827.13
Clairlea-Birchmount,Detached,2013Q2,450950.66
Clairlea-Birchmount,Detached,2013Q3,471118.75
Clairlea-Birchmount,Detached,2013Q4,499950.0
Clairlea-Birchmount,Detached,2014Q1,575646.94
Clairlea-Birchmount,Detached,2014Q2,575646.94
Clairlea-Birchmount,Detached,2014Q3,547049.19
Clairlea-Birchmount,Detached,2014Q4,540474.63
Clairlea-Birchmount,Detached,2015Q1,626152.56
Clairlea-Birchmount,Detached,2015Q2,582462.81
Clairlea-Birchmount,Detached,2015Q3,582643.56
Clairlea-Birchmount,Detached,2015Q4,653695.94
Clairlea-Birchmount,Detached,2016Q1,701251.88
Clairlea-Birchmount,Detached,2016Q2,680490.88
Clairlea-Birchmount,Detached,2016Q3,786577.38
Clairlea-Birchmount,Detached,2016Q4,815788.5
Clairlea-Birchmount,Detached,2017Q1,904447.94
Clairlea-Birchmount,Detached,2017Q2,852864.88
Clairlea-Birchmount,Detached,2017Q3,831357.13
Clairlea-Birchmount,Detached,2017Q4,812175.0
Clairlea-Birchmount,Detached,2018Q1,867621.75
Clairlea-Birchmount,Detached,2018Q2,819782.38
Clairlea-Birchmount,Detached,2018Q3,797176.94
Clairlea-Birchmount,Detached,2018Q4,793901.5
Clairlea-Birchmount,Semi-Detached,2001Q1,196916.67
Clairlea-Birchmount,Semi-Detached,2001Q2,187975.56
Clairlea-Birchmount,Semi-Detached,2001Q3,212388.89
Clairlea-Birchmount,Semi-Detached,2001Q4,205388.89
Clairlea-Birchmount,Semi-Detached,2002Q1,216780.0
Clairlea-Birchmount,Semi-Detached,2002Q2,207590.91
Clairlea-Birchmount,Semi-Detached,2002Q3,213394.73
Clairlea-Birchmount,Semi-Detached,2002Q4,210166.67
Clairlea-Birchmount,Semi-Detached,2003Q1,244300.0
Clairlea-Birchmount,Semi-Detached,2003Q2,226600.0
Clairlea-Birchmount,Semi-Detached,2003Q3,226605.61
Clairlea-Birchmount,Semi-Detached,2003Q4,227416.67
Clairlea-Birchmount,Semi-Detached,2004Q1,215187.5
Clairlea-Birchmount,Semi-Detached,2004Q2,245767.86
Clairlea-Birchmount,Semi-Detached,2004Q3,251083.33
Clairlea-Birchmount,Semi-Detached,2004Q4,214250.0
Clairlea-Birchmount,Semi-Detached,2005Q1,292483.34
Clairlea-Birchmount,Semi-Detached,2005Q2,273158.75
Clairlea-Birchmount,Semi-Detached,2005Q3,245038.47
Clairlea-Birchmount,Semi-Detached,2005Q4,251607.14
Clairlea-Birchmount,Semi-Detached,2006Q1,263150.0
Clairlea-Birchmount,Semi-Detached,2006Q2,256190.0
Clairlea-Birchmount,Semi-Detached,2006Q3,275346.22
Clairlea-Birchmount,Semi-Detached,2006Q4,265657.16
Clairlea-Birchmount,Semi-Detached,2007Q1,275690.0
Clairlea-Birchmount,Semi-Detached,2007Q2,287618.19
Clairlea-Birchmount,Semi-Detached,2007Q3,292906.66
Clairlea-Birchmount,Semi-Detached,2007Q4,284222.22
Clairlea-Birchmount,Semi-Detached,2008Q1,290437.5
Clairlea-Birchmount,Semi-Detached,2008Q2,293189.47
Clairlea-Birchmount,Semi-Detached,2008Q3,276500.0
Clairlea-Birchmount,Semi-Detached,2008Q4,306933.34
Clairlea-Birchmount,Semi-Detached,2009Q1,307500.0
Clairlea-Birchmount,Semi-Detached,2009Q2,280000.0
Clairlea-Birchmount,Semi-Detached,2009Q3,330182.34
Clairlea-Birchmount,Semi-Detached,2009Q4,354287.5
Clairlea-Birchmount,Semi-Detached,2010Q1,354287.5
Clairlea-Birchmount,Semi-Detached,2010Q2,356708.34
Clairlea-Birchmount,Semi-Detached,2010Q3,311166.66
Clairlea-Birchmount,Semi-Detached,2010Q4,311166.66
Clairlea-Birchmount,Semi-Detached,2011Q1,347266.72
Clairlea-Birchmount,Semi-Detached,2011Q2,347266.72
Clairlea-Birchmount,Semi-Detached,2011Q3,361180.0
Clairlea-Birchmount,Semi-Detached,2011Q4,340300.0
Clairlea-Birchmount,Semi-Detached,2012Q1,376400.0
Clairlea-Birchmount,Semi-Detached,2012Q2,411588.25
Clairlea-Birchmount,Semi-Detached,2012Q3,362831.34
Clairlea-Birchmount,Semi-Detached,2012Q4,407291.66
Clairlea-Birchmount,Semi-Detached,2013Q1,454191.84
Clairlea-Birchmount,Semi-Detached,2013Q2,463611.13
Clairlea-Birchmount,Semi-Detached,2013Q3,439711.13
Clairlea-Birchmount,Semi-Detached,2013Q4,469516.66
Clairlea-Birchmount,Semi-Detached,2014Q1,491975.84
Clairlea-Birchmount,Semi-Detached,2014Q2,486871.88
Clairlea-Birchmount,Semi-Detached,2014Q3,491875.0
Clairlea-Birchmount,Semi-Detached,2014Q4,491875.0
Clairlea-Birchmount,Semi-Detached,2015Q1,584300.69
Clairlea-Birchmount,Semi-Detached,2015Q2,559591.5
Clairlea-Birchmount,Semi-Detached,2015Q3,524650.0
Clairlea-Birchmount,Semi-Detached,2015Q4,465743.13
Clairlea-Birchmount,Semi-Detached,2016Q1,578166.69
Clairlea-Birchmount,Semi-Detached,2016Q2,651825.0
Clairlea-Birchmount,Semi-Detached,2016Q3,565357.13
Clairlea-Birchmount,Semi-Detached,2016Q4,682375.0
Clairlea-Birchmount,Semi-Detached,2017Q1,758115.38
Clairlea-Birchmount,Semi-Detached,2017Q2,712400.0
Clairlea-Birchmount,Semi-Detached,2017Q3,698857.13
Clairlea-Birchmount,Semi-Detached,2017Q4,642214.31
Clairlea-Birchmount,Semi-Detached,2018Q1,693600.0
Clairlea-Birchmount,Semi-Detached,2018Q2,700833.31
Clairlea-Birchmount,Semi-Detached,2018Q3,701920.0
Clairlea-Birchmount,Semi-Detached,2018Q4,598000.0
Clanton Park,Condo Apt,2001Q3,169375.0
Clanton Park,Condo Apt,2001Q4,169375.0
Clanton Park,Condo Apt,2002Q1,189333.33
Clanton Park,Condo Apt,2002Q2,189333.33
Clanton Park,Condo Apt,2002Q3,180625.0
Clanton Park,Condo Apt,2002Q4,180625.0
Clanton Park,Condo Apt,2003Q1,180625.0
Clanton Park,Condo Apt,2003Q2,195650.0
Clanton Park,Condo Apt,2003Q3,195650.0
Clanton Park,Condo Apt,2003Q4,186333.33
Clanton Park,Condo Apt,2004Q1,186333.33
Clanton Park,Condo Apt,2004Q2,177433.33
Clanton Park,Condo Apt,2004Q3,177433.33
Clanton Park,Condo Apt,2004Q4,177433.33
Clanton Park,Condo Apt,2005Q1,177433.33
Clanton Park,Condo Apt,2005Q2,177433.33
Clanton Park,Condo Apt,2005Q3,177433.33
Clanton Park,Condo Apt,2005Q4,220500.0
Clanton Park,Condo Apt,2006Q1,206833.33
Clanton Park,Condo Apt,2006Q2,226380.0
Clanton Park,Condo Apt,2006Q3,223255.56
Clanton Park,Condo Apt,2006Q4,213723.08
Clanton Park,Condo Apt,2007Q1,244542.86
Clanton Park,Condo Apt,2007Q2,256237.5
Clanton Park,Condo Apt,2007Q3,233785.72
Clanton Park,Condo Apt,2007Q4,259035.72
Clanton Park,Condo Apt,2008Q1,280750.0
Clanton Park,Condo Apt,2008Q2,305350.0
Clanton Park,Condo Apt,2008Q3,284180.0
Clanton Park,Condo Apt,2008Q4,223111.42
Clanton Park,Condo Apt,2009Q1,243034.83
Clanton Park,Condo Apt,2009Q2,243534.09
Clanton Park,Condo Apt,2009Q3,235960.56
Clanton Park,Condo Apt,2009Q4,268344.53
Clanton Park,Condo Apt,2010Q1,268344.53
Clanton Park,Condo Apt,2010Q2,285472.63
Clanton Park,Condo Apt,2010Q3,290400.0
Clanton Park,Condo Apt,2010Q4,290400.0
Clanton Park,Condo Apt,2011Q1,267180.0
Clanton Park,Condo Apt,2011Q2,267180.0
Clanton Park,Condo Apt,2011Q3,316997.28
Clanton Park,Condo Apt,2011Q4,346712.0
Clanton Park,Condo Apt,2012Q1,346652.22
Clanton Park,Condo Apt,2012Q2,353070.0
Clanton Park,Condo Apt,2012Q3,382906.38
Clanton Park,Condo Apt,2012Q4,365960.63
Clanton Park,Condo Apt,2013Q1,305368.75
Clanton Park,Condo Apt,2013Q2,309022.47
Clanton Park,Condo Apt,2013Q3,335333.34
Clanton Park,Condo Apt,2013Q4,309184.22
Clanton Park,Condo Apt,2014Q1,353445.0
Clanton Park,Condo Apt,2014Q2,353445.0
Clanton Park,Condo Apt,2014Q3,363210.0
Clanton Park,Condo Apt,2014Q4,325500.0
Clanton Park,Condo Apt,2015Q1,328084.09
Clanton Park,Condo Apt,2015Q2,324622.81
Clanton Park,Condo Apt,2015Q3,361700.0
Clanton Park,Condo Apt,2015Q4,355960.56
Clanton Park,Condo Apt,2016Q1,346602.19
Clanton Park,Condo Apt,2016Q2,356486.88
Clanton Park,Condo Apt,2016Q3,380961.22
Clanton Park,Condo Apt,2016Q4,424810.53
Clanton Park,Condo Apt,2017Q1,437700.0
Clanton Park,Condo Apt,2017Q2,460026.25
Clanton Park,Condo Apt,2017Q3,437964.28
Clanton Park,Condo Apt,2017Q4,442560.88
Clanton Park,Condo Apt,2018Q1,487817.59
Clanton Park,Condo Apt,2018Q2,460959.38
Clanton Park,Condo Apt,2018Q3,452067.06
Clanton Park,Condo Apt,2018Q4,510017.22
Clanton Park,Detached,2001Q1,323382.84
Clanton Park,Detached,2001Q2,304429.03
Clanton Park,Detached,2001Q3,295361.31
Clanton Park,Detached,2001Q4,373392.84
Clanton Park,Detached,2002Q1,351653.59
Clanton Park,Detached,2002Q2,371352.5
Clanton Park,Detached,2002Q3,386550.0
Clanton Park,Detached,2002Q4,361382.59
Clanton Park,Detached,2003Q1,371630.0
Clanton Park,Detached,2003Q2,426224.0
Clanton Park,Detached,2003Q3,393029.41
Clanton Park,Detached,2003Q4,391490.91
Clanton Park,Detached,2004Q1,405225.94
Clanton Park,Detached,2004Q2,449375.56
Clanton Park,Detached,2004Q3,412150.94
Clanton Park,Detached,2004Q4,456254.16
Clanton Park,Detached,2005Q1,505740.0
Clanton Park,Detached,2005Q2,439296.28
Clanton Park,Detached,2005Q3,483950.0
Clanton Park,Detached,2005Q4,458576.94
Clanton Park,Detached,2006Q1,486841.0
Clanton Park,Detached,2006Q2,518551.72
Clanton Park,Detached,2006Q3,508900.78
Clanton Park,Detached,2006Q4,533943.5
Clanton Park,Detached,2007Q1,519765.53
Clanton Park,Detached,2007Q2,550197.13
Clanton Park,Detached,2007Q3,544156.75
Clanton Park,Detached,2007Q4,643192.88
Clanton Park,Detached,2008Q1,599083.31
Clanton Park,Detached,2008Q2,578021.06
Clanton Park,Detached,2008Q3,596892.88
Clanton Park,Detached,2008Q4,524938.88
Clanton Park,Detached,2009Q1,536760.88
Clanton Park,Detached,2009Q2,626052.88
Clanton Park,Detached,2009Q3,578250.0
Clanton Park,Detached,2009Q4,728755.94
Clanton Park,Detached,2010Q1,728755.94
Clanton Park,Detached,2010Q2,600620.75
Clanton Park,Detached,2010Q3,636019.25
Clanton Park,Detached,2010Q4,636019.25
Clanton Park,Detached,2011Q1,669382.38
Clanton Park,Detached,2011Q2,669382.38
Clanton Park,Detached,2011Q3,730832.88
Clanton Park,Detached,2011Q4,888855.0
Clanton Park,Detached,2012Q1,749057.13
Clanton Park,Detached,2012Q2,871304.31
Clanton Park,Detached,2012Q3,729659.56
Clanton Park,Detached,2012Q4,827610.19
Clanton Park,Detached,2013Q1,891887.19
Clanton Park,Detached,2013Q2,964155.19
Clanton Park,Detached,2013Q3,901583.31
Clanton Park,Detached,2013Q4,1001693.5
Clanton Park,Detached,2014Q1,865607.44
Clanton Park,Detached,2014Q2,865607.44
Clanton Park,Detached,2014Q3,922213.0
Clanton Park,Detached,2014Q4,889206.81
Clanton Park,Detached,2015Q1,1110273.13
Clanton Park,Detached,2015Q2,1085976.13
Clanton Park,Detached,2015Q3,1000496.0
Clanton Park,Detached,2015Q4,1090160.38
Clanton Park,Detached,2016Q1,1252638.88
Clanton Park,Detached,2016Q2,1416791.63
Clanton Park,Detached,2016Q3,1348550.0
Clanton Park,Detached,2016Q4,1451993.25
Clanton Park,Detached,2017Q1,1680884.25
Clanton Park,Detached,2017Q2,1499500.0
Clanton Park,Detached,2017Q3,1570057.13
Clanton Park,Detached,2017Q4,1303867.38
Clanton Park,Detached,2018Q1,1573007.13
Clanton Park,Detached,2018Q2,1314525.0
Clanton Park,Detached,2018Q3,1358214.25
Clanton Park,Detached,2018Q4,1297738.75
Cliffcrest,Att/Row/Twnhouse,2001Q2,232333.33
Cliffcrest,Att/Row/Twnhouse,2001Q3,232333.33
Cliffcrest,Att/Row/Twnhouse,2001Q4,232333.33
Cliffcrest,Att/Row/Twnhouse,2002Q1,232333.33
Cliffcrest,Att/Row/Twnhouse,2002Q2,252666.67
Cliffcrest,Att/Row/Twnhouse,2002Q3,252666.67
Cliffcrest,Att/Row/Twnhouse,2002Q4,252666.67
Cliffcrest,Att/Row/Twnhouse,2003Q1,225333.33
Cliffcrest,Att/Row/Twnhouse,2003Q2,225333.33
Cliffcrest,Att/Row/Twnhouse,2003Q3,225333.33
Cliffcrest,Att/Row/Twnhouse,2003Q4,225333.33
Cliffcrest,Att/Row/Twnhouse,2004Q1,225333.33
Cliffcrest,Att/Row/Twnhouse,2004Q2,225333.33
Cliffcrest,Att/Row/Twnhouse,2004Q3,225333.33
Cliffcrest,Att/Row/Twnhouse,2004Q4,270300.0
Cliffcrest,Att/Row/Twnhouse,2005Q1,270300.0
Cliffcrest,Att/Row/Twnhouse,2005Q2,281325.0
Cliffcrest,Att/Row/Twnhouse,2005Q3,282500.0
Cliffcrest,Att/Row/Twnhouse,2005Q4,275516.66
Cliffcrest,Att/Row/Twnhouse,2006Q1,275516.66
Cliffcrest,Att/Row/Twnhouse,2006Q2,285200.0
Cliffcrest,Att/Row/Twnhouse,2006Q3,285200.0
Cliffcrest,Att/Row/Twnhouse,2006Q4,285200.0
Cliffcrest,Att/Row/Twnhouse,2007Q1,289025.0
Cliffcrest,Att/Row/Twnhouse,2007Q2,289025.0
Cliffcrest,Att/Row/Twnhouse,2007Q3,289025.0
Cliffcrest,Att/Row/Twnhouse,2007Q4,289025.0
Cliffcrest,Att/Row/Twnhouse,2008Q1,289025.0
Cliffcrest,Att/Row/Twnhouse,2008Q2,289025.0
Cliffcrest,Att/Row/Twnhouse,2008Q3,289025.0
Cliffcrest,Att/Row/Twnhouse,2008Q4,289025.0
Cliffcrest,Att/Row/Twnhouse,2009Q1,289025.0
Cliffcrest,Att/Row/Twnhouse,2009Q2,311738.88
Cliffcrest,Att/Row/Twnhouse,2009Q3,311738.88
Cliffcrest,Att/Row/Twnhouse,2009Q4,327666.66
Cliffcrest,Att/Row/Twnhouse,2010Q1,327666.66
Cliffcrest,Att/Row/Twnhouse,2010Q2,327666.66
Cliffcrest,Att/Row/Twnhouse,2010Q3,327666.66
Cliffcrest,Att/Row/Twnhouse,2010Q4,327666.66
Cliffcrest,Att/Row/Twnhouse,2011Q1,406000.0
Cliffcrest,Att/Row/Twnhouse,2011Q2,406000.0
Cliffcrest,Att/Row/Twnhouse,2011Q3,406000.0
Cliffcrest,Att/Row/Twnhouse,2011Q4,407747.5
Cliffcrest,Att/Row/Twnhouse,2012Q1,407747.5
Cliffcrest,Att/Row/Twnhouse,2012Q2,407747.5
Cliffcrest,Att/Row/Twnhouse,2012Q3,407747.5
Cliffcrest,Att/Row/Twnhouse,2012Q4,407747.5
Cliffcrest,Att/Row/Twnhouse,2013Q1,435000.0
Cliffcrest,Att/Row/Twnhouse,2013Q2,425875.0
Cliffcrest,Att/Row/Twnhouse,2013Q3,453333.34
Cliffcrest,Att/Row/Twnhouse,2013Q4,453333.34
Cliffcrest,Att/Row/Twnhouse,2014Q1,453333.34
Cliffcrest,Att/Row/Twnhouse,2014Q2,453333.34
Cliffcrest,Att/Row/Twnhouse,2014Q3,516200.0
Cliffcrest,Att/Row/Twnhouse,2014Q4,476300.0
Cliffcrest,Att/Row/Twnhouse,2015Q1,476300.0
Cliffcrest,Att/Row/Twnhouse,2015Q2,476300.0
Cliffcrest,Att/Row/Twnhouse,2015Q3,476300.0
Cliffcrest,Att/Row/Twnhouse,2015Q4,476300.0
Cliffcrest,Att/Row/Twnhouse,2016Q1,476300.0
Cliffcrest,Att/Row/Twnhouse,2016Q2,476300.0
Cliffcrest,Att/Row/Twnhouse,2016Q3,546000.0
Cliffcrest,Att/Row/Twnhouse,2016Q4,662666.69
